ID,split_text,starttime,endtime,employ,gender,age,birthyr,region,division,inputstate,race,educ,marstat,sexuality,child18,faminc_new,social_nets_mem__1,social_nets_mem__2,social_nets_mem__3,social_nets_mem__4,social_nets_mem__5,social_nets_mem__6,social_nets_mem__7,social_nets_mem__8,social_nets_mem__10,social_nets_mem__12,social_nets_mem__97,social_nets_mem__98,social_nets_mem__99,inputzipdma_recode,hholdsize,e14_presvote12,presvote16post,ideo5,votereg,faminc,pid7text,job,Q1_1,Q1_2,Q1_3,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,age_cross,family_income_r,faminc_new_r,race_w8,race_xbreak,educ_w8,age_gender,w_age_gender,w_demogs,w_age_gen_1,w_age_gen_2,w_age_gen_3,w_age_gen_4,w_age_gen_5,w_age_gen_6,w_age_gen_7,w_age_gen_8,duration,weight_political
848,since the end of the Obama Administration?,2017-12-07 16:18:08,2017-12-07 16:23:01,3,1,31,1986,4,9,6,5,6,4,1,1,8,0,1,1,0,0,0,0,0,0,0,0,0,0,807,2,4,3,2,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,4,3,1,1,2,2,1,1,2,1,1,2,2,1,2,3,1,1,2,1,3,2,1, ,2,1,4,4,1,2,16, ,4, , , , , , ,4.88333333333333,.413314260551221
175,in the year since Donald Trump became President?,2017-12-07 16:03:05,2017-12-07 16:14:51,5,1,70,1947,3,7,48,3,3,1,1,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0,618,2,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,3,3,3,4,4,2,1,2,2,2,4,1,4,4,2,2,2,2,3,2,4,1,3, ,2,3,3,2,3,5,46, , , ,10, , , , ,11.7666666666667,.943943401201696
1025,since the end of the Obama Administration?,2017-12-07 16:16:05,2017-12-07 16:23:21,7,2,34,1983,3,7,48,1,5,1,1,2,13,1,0,1,0,0,1,0,0,0,0,0,0,0,623,2,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,3,4,1,3,3,3,3,2,2,1,2,3,3,4,2,3,3,3,3,2,3,3,3,4,3,1, ,3,1,1,3,4,7,63, , , , , ,3, , ,7.26666666666667,.707048891043419
1015,in the last year?,2017-12-07 16:13:19,2017-12-07 16:23:24,2,2,23,1994,1,2,34,2,4,5,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,501,2,1,7,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,3,3,3,2,3,4,2,3,5,4,2,4,4,2,3,4,2,3,3,3,3,3,1, ,1,2,2,2,4,6,54, , , , ,6, , , ,10.0666666666667,1.28818797939361
592,in the last year?,2017-12-07 16:10:02,2017-12-07 16:23:38,1,1,53,1964,1,2,42,1,3,1,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,504,5,2,2,5,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,3,3,1,5,4,3,3,3,2,2,2,3,3,4,3,4,3,3,3,2,3,3,3,3,3,2, ,4,1,1,2,2,4,26, , ,2, , , , , ,13.5833333333333,.810869759333808
407,in the year since Donald Trump became President?,2017-12-07 15:09:25,2017-12-07 16:23:28,5,2,89,1928,3,7,48,1,2,1,1,2,97,1,1,1,1,0,1,0,1,0,0,0,0,0,651,1,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,2,2,2,3,1,2,3,1,1,2,1,4,1,3,1,2,3,2,2,2,2,3,2,3, ,4,1,1,1,6,10,85, , , , , , , ,1,74.05,1.02026506034597
1118,since the end of the Obama Administration?,2017-12-07 16:10:16,2017-12-07 16:23:32,7,2,43,1974,2,4,29,1,2,1,6,1,4,1,1,1,0,0,1,0,1,1,1,0,0,0, ,5,4,7,6,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,4,3,4,2,2,3,3,2,1,3,3,3,3,3,5,5,5,5,3,5,5,5,5,5,2, ,1,1,1,1,5,8,61, , , , , ,1, , ,13.2666666666667,.937950465278357
453,since the end of the Obama Administration?,2017-12-07 16:18:03,2017-12-07 16:23:55,5,1,63,1954,3,6,47,1,4,1,1,2,9,1,0,0,1,0,0,0,1,0,0,0,0,0,659,1,2,2,3,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,3,2,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3, ,3,1,1,2,3,5,26, , ,2, , , , , ,5.86666666666667,.810869759333808
802,in the last year?,2017-12-07 16:02:41,2017-12-07 16:24:03,1,2,45,1972,4,8,8,1,5,1,1,2,9,1,1,1,0,0,1,0,1,0,0,0,0,0,751,2,1,1,2,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,3,3,4,2,3,2,2,1,1,2,3,3,2,4,3,2,3,1,3,2,2,2,3,4,2, ,3,1,1,3,5,9,75, , , , , , ,3, ,21.3666666666667,.671613220480688
111,in the last year?,2017-12-07 15:46:11,2017-12-07 16:23:38,6,1,48,1969,1,2,42,1,2,1,4,1,7,1,1,0,1,0,1,0,0,0,0,0,0,0,577,5,1,1,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,5,4,3,4,4,4,2,2,4,5,2,4,3,4,4,4,2,3,4,4,4,4,2, ,2,1,1,1,2,4,25, , ,1, , , , , ,37.45,.771717649274495
705,since the end of the Obama Administration?,2017-12-07 16:11:34,2017-12-07 16:24:10,1,2,57,1960,3,5,51,1,6,1,1,2,14,1,1,0,0,0,1,1,1,1,0,0,0,0,511,2,1,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,4,3,1,1,1,1,1,1,1,2,4,5,2,2,1,2,2,2,5,2,4,3, ,3,1,1,4,6,10,76, , , , , , ,4, ,12.5833333333333,.671613220480688
929,since the end of the Obama Administration?,2017-12-07 15:59:52,2017-12-07 16:24:18,7,2,58,1959,3,6,21,1,1,1,1,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,529,6,1,7,6,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,1,2,4,5,5,4,3,4,3,1,4,2,4,1,4,3,3,4,4,1,4,3,4,3,3,3, ,4,1,1,1,6,10,73, , , , , , ,1, ,24.4166666666667,.924869901549535
629,in the year since Donald Trump became President?,2017-12-07 16:05:23,2017-12-07 16:24:10,1,2,50,1967,3,5,37,2,3,1,1,2,97,1,0,1,1,0,1,0,0,0,0,0,0,0,560,2,4,1,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,2,2,2,3,2,1,2,3,2,2,4,3,2,3,2,2,3,3,3,2,4,2, ,4,2,2,2,5,9,78, , , , , , ,6, ,18.7833333333333,.809080029975158
990,in the year since Donald Trump became President?,2017-12-07 16:10:56,2017-12-07 16:24:31,4,2,27,1990,3,5,12,3,2,5,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,534,5,4,1,2,2, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,5,4,2,4,2,3,3,3,4,4,4,4,3,2,3,3,3,3,3,3,3,3,1, ,1,3,3,1,4,7,57, , , , ,9, , , ,13.5833333333333,1.53047383566459
912,in the last year?,2017-12-07 16:16:46,2017-12-07 16:24:38,1,1,41,1976,4,8,49,1,5,1,3,1,6,1,0,0,0,0,1,0,1,0,0,0,0,0,770,4,1,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,5,3,4,2,2,3,2,2,4,4,2,4,3,3,3,3,3,3,4,4,2,4,2, ,2,1,1,3,2,3,15, ,3, , , , , , ,7.86666666666667,.793798082819767
879,since the end of the Obama Administration?,2017-12-07 16:16:58,2017-12-07 16:24:45,5,2,62,1955,4,8,8,1,4,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,752,1,2,2,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3, ,1,1,1,2,6,10,74, , , , , , ,2, ,7.76666666666667,.637957336247967
550,since the end of the Obama Administration?,2017-12-07 16:08:55,2017-12-07 16:24:38,1,1,63,1954,1,2,36,1,3,3,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,1,555,2,3,2,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,2,4,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3, ,4,1,1,2,3,5,26, , ,2, , , , , ,15.7166666666667,.45045276475861
1031,since the end of the Obama Administration?,2017-12-07 16:18:46,2017-12-07 16:24:41,2,2,27,1990,1,2,34,8,4,1,6,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,501,4,1,2,2,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,1,2,1,2,1,3,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,5,1, ,1,1,4,2,4,7,50, , , , ,2, , , ,5.9,.474819052276873
1055,in the last year?,2017-12-07 15:30:54,2017-12-07 16:24:31,6,2,57,1960,3,5,24,2,3,3,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,512,5,1,1,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,2,3,4,4,2,2,2,2,3,2,2,2,4,4,1,2,1,2,2,2,2,1,3,3, ,2,2,2,2,6,10,78, , , , , , ,6, ,53.6166666666667,.75254907194806
561,in the year since Donald Trump became President?,2017-12-07 16:10:28,2017-12-07 16:24:50,1,2,53,1964,4,9,6,3,5,4,1,1,8,1,1,0,0,0,1,0,1,1,0,0,0,0,803,5,1,1,4,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,2,4,4,3,2,2,2,1,2,3,2,2,3,3,3,3,3,3,3,3,4,3,4,2, ,2,3,3,3,5,9,83, , , , , , ,11, ,14.3666666666667,.614781851827805
541,since the end of the Obama Administration?,2017-12-07 16:10:36,2017-12-07 16:24:53,8,2,22,1995,4,9,6,4,5,5,1,2,97,1,0,0,1,0,0,0,0,1,0,0,0,0,807,3,4,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,2,3,1,2,1,1,1,3,2,2,4,3,3,3,2,3,2,2,3,3,3,1, ,4,1,4,3,4,6,51, , , , ,3, , , ,14.2833333333333,.811406775770858
565,in the year since Donald Trump became President?,2017-12-07 15:30:29,2017-12-07 16:24:54,1,1,28,1989,4,9,6,1,5,5,3,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,807,2,1,6,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,4,3,4,2,3,2,3,1,1,2,3,3,2,4,2,2,2,2,2,2,3,2,2,3,1, ,3,1,1,3,1,2,3,3, , , , , , , ,54.4166666666667,.562200400289267
498,in the last year?,2017-12-07 16:22:34,2017-12-07 16:24:57,1,1,42,1975,3,6,47,1,3,1,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,575,3,1,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,2,2,3,14, ,2, , , , , , ,2.36666666666667,.499408822019857
1072,in the year since Donald Trump became President?,2017-12-07 16:21:43,2017-12-07 16:25:19,8,2,18,1999,1,2,34,4,3,6,1,2,97,0,0,0,0,0,1,0,1,0,0,0,0,0,501,1,4,7,6,3, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,4,4,4,4,6,6,5,5,5,5,1,2,5,5,5,5,5,5,5,5,3,2,5,5,5,5,1, ,4,1,4,2,4,6,50, , , , ,2, , , ,3.6,1.74290578277832
757,in the year since Donald Trump became President?,2017-12-07 16:16:58,2017-12-07 16:25:28,1,2,38,1979,1,2,42,1,2,3,1,1,9,1,0,0,0,0,1,0,1,1,0,0,0,0,508,4,4,7,6,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,3,4,2,4,5,3,4,3,2,2,2,4,4,4,4,4,3,3,3,3,4,3,4,3,3,2, ,3,1,1,1,5,8,61, , , , , ,1, , ,8.48333333333333,1.55399176230849
489,since the end of the Obama Administration?,2017-12-07 16:17:56,2017-12-07 16:25:29,4,2,53,1964,1,2,36,1,2,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,555,2,2,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,4,4,6,4,5,3,5,5,1,5,4,3,4,4,5,3,5,3,3,5,5,5,5,5,2, ,1,1,1,1,5,9,73, , , , , , ,1, ,7.55,.677620559042231
894,since the end of the Obama Administration?,2017-12-07 16:15:54,2017-12-07 16:25:47,1,1,53,1964,2,4,19,1,6,1,1,2,11,1,1,1,0,0,1,0,1,1,1,0,0,0,682,2,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,3,2,2,1,2,1,2,1,2,2,2,3,3,2,2,3,2,3,2,1,2,2,2, ,3,1,1,4,2,4,28, , ,4, , , , , ,9.86666666666667,.95272226331245
596,in the year since Donald Trump became President?,2017-12-07 16:03:22,2017-12-07 16:25:47,2,2,62,1955,2,3,18,1,2,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,602,2,1,1,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,4,3,2,2,2,1,2,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3, ,2,1,1,1,6,10,73, , , , , , ,1, ,22.4,.607154145532793
994,in the year since Donald Trump became President?,2017-12-07 16:03:49,2017-12-07 16:24:50,3,1,47,1970,4,9,6,3,3,5,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,866,1,4,7,3,2, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,2,4,4,3,2,2,2,2,2,3,3,3,3,4,2,3,3,2,3,3,3,4,4,2, ,1,3,3,2,2,4,34, , ,10, , , , , ,21.0166666666667,3.73051532878496
482,since the end of the Obama Administration?,2017-12-07 16:13:41,2017-12-07 16:26:10,1,2,54,1963,3,5,37,1,5,5,1,2,5,1,1,1,1,0,1,0,1,0,0,1,0,0,560,2,1,1,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,5,2,2,1,1,5,1,2,2,2,2,3,3,2,2,5,2,2,2,2,3,4,2, ,2,1,1,3,5,9,75, , , , , , ,3, ,12.4833333333333,.671613220480688
156,in the year since Donald Trump became President?,2017-12-07 15:05:26,2017-12-07 16:26:22,6,2,68,1949,1,1,9,1,4,3,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,533,1,2,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,1,2,1,4,4,4,4,4,4,2,4,4,4,4,3,3,4,4,4,2,4,4,4,4,3,3, ,1,1,1,2,6,10,86, , , , , , , ,2,80.9333333333333,.960545797319332
956,since the end of the Obama Administration?,2017-12-07 16:12:21,2017-12-07 16:26:30,1,1,45,1972,3,7,48,3,2,1,1,2,5,1,0,0,0,0,0,0,1,1,0,0,0,0,641,2,1,1,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,2,4,4,3,2,2,3,2,2,2,3,2,4,3,3,3,3,2,3,3,3,2,3,2, ,2,3,3,1,2,4,33, , ,9, , , , , ,14.15,.637992382452811
60,in the year since Donald Trump became President?,2017-12-07 16:19:34,2017-12-07 16:26:09,1,2,30,1987,3,5,24,1,5,5,4,2,3,1,1,1,1,0,1,1,1,1,0,0,0,0,511,1,1,1,1,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,5,4,2,2,4,2,2,2,4,4,3,4,3,3,3,3,3,3,3,3,3,4,1, ,1,1,1,3,4,7,63, , , , , ,3, , ,6.56666666666667,.633522196991993
37,in the year since Donald Trump became President?,2017-12-07 16:11:57,2017-12-07 16:26:42,1,1,59,1958,1,1,9,1,6,1,1,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,521,2,2,2,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,3,2,1,4,4,4,3,4,4,1,3,4,4,4,4,3,2,3,3,2,3,3,3,3,3,3, ,3,1,1,4,3,5,28, , ,4, , , , , ,14.75,.95272226331245
79,since the end of the Obama Administration?,2017-12-07 16:08:29,2017-12-07 16:26:51,1,1,52,1965,1,2,36,1,3,5,6,2,97,1,1,0,0,0,0,0,0,0,0,0,0,0,501,1,1,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,5,4,3,2,2,2,1,2,4,4,4,4,3,3,3,3,2,3,3,4,4,4,2, ,4,1,1,2,2,4,26, , ,2, , , , , ,18.35,.537062549019863
388,in the last year?,2017-12-07 16:20:07,2017-12-07 16:27:09,5,2,75,1942,4,8,32,1,2,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,839,1,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,1,1,1,6,10,85, , , , , , , ,1,7.03333333333333,1.02026506034597
1059,since the end of the Obama Administration?,2017-12-07 16:14:21,2017-12-07 16:27:58,6,1,49,1968,3,5,51,1,2,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,573,1,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,1,2,1,5,2,4,4,4,4,1,4,4,4,4,4,4,3,4,3,2,4,4,4,4,4,2, ,1,1,1,1,2,4,25, , ,1, , , , , ,13.6,.861283331048086
443,in the last year?,2017-12-07 16:24:35,2017-12-07 16:27:55,6,2,37,1980,3,6,1,1,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,592,5,4,7,6,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2, ,1,1,1,1,5,8,61, , , , , ,1, , ,3.33333333333333,1.55399176230849
855,in the year since Donald Trump became President?,2017-12-07 16:08:21,2017-12-07 16:27:59,1,1,36,1981,4,9,53,1,6,1,3,1,16,1,1,1,1,1,1,0,1,1,1,0,0,0,506,4,1,2,5,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,1,1,1,1,3,1,3,2,1,1,2,2,1,2,3,1,2,3,1,2,2,2,1,3,2,2, ,3,1,1,4,2,3,16, ,4, , , , , , ,19.6333333333333,.586774753597751
264,since the end of the Obama Administration?,2017-12-07 16:12:32,2017-12-07 16:28:07,6,1,77,1940,3,6,1,2,6,5,3,1,3,1,1,0,1,1,1,0,1,0,0,0,0,0,698,2,1,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,4,2,2,4,3,3,2,2,1,1,2,3,3,1,4,3,2,1,1,1,2,5,2,2,4,3, ,1,2,2,4,3,5,44, , , ,8, , , , ,15.5833333333333,.656693802077437
400,in the year since Donald Trump became President?,2017-12-07 16:17:49,2017-12-07 16:28:17,5,1,70,1947,3,5,12,2,1,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,539,2,2,2,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,1,3,1,3,2,4,3,4,3,1,4,2,3,4,3,4,2,4,3,2,4,3,3,4,4,3, ,2,2,2,1,3,5,41, , , ,5, , , , ,10.45,.842042492203421
104,since the end of the Obama Administration?,2017-12-07 16:17:14,2017-12-07 16:27:58,1,2,55,1962,3,7,48,2,5,1,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,625,2,1,1,5,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,5,4,3,2,3,4,2,5,3,4,2,3,3,3,5,3,2,3,4,3,3,4,3, ,4,2,2,3,6,10,79, , , , , , ,7, ,10.7333333333333,.499066472366052
962,in the year since Donald Trump became President?,2017-12-07 16:10:36,2017-12-07 16:28:22,1,2,35,1982,4,9,6,3,4,5,1,1,4,1,0,1,0,0,0,0,1,1,0,0,0,0,862,5,1,1,6,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,3,5,3,2,3,2,2,2,2,2,2,4,3,3,2,3,3,3,3,3,2,4,2, ,1,3,3,2,5,8,70, , , , , ,10, , ,17.7666666666667,.606312360770561
748,in the last year?,2017-12-07 16:23:23,2017-12-07 16:28:37,1,1,48,1969,2,3,26,1,2,5,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,563,2,4,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,3,3,3,1,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2, ,2,1,1,1,2,4,25, , ,1, , , , , ,5.23333333333333,.613304941921267
455,in the last year?,2017-12-07 16:22:14,2017-12-07 16:28:40,2,2,62,1955,2,3,17,2,3,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,602,4,1,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,1,2,4,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,3,2,2,3, ,2,2,2,2,6,10,78, , , , , , ,6, ,6.43333333333333,.75254907194806
957,since the end of the Obama Administration?,2017-12-07 16:21:58,2017-12-07 16:28:52,6,2,44,1973,3,7,48,1,2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,709,1,4,7,2,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,4,2,2,4,4,2,4,2,1,2,2,2,2,5,4,3,4,5,2,2,3,3,5,5,2, ,1,1,1,1,5,8,61, , , , , ,1, , ,6.9,1.55399176230849
850,since the end of the Obama Administration?,2017-12-07 16:16:52,2017-12-07 16:29:04,4,1,55,1962,2,3,18,1,2,3,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,588,1,1,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,5,4,4,2,4,5,2,4,4,4,2,4,4,2,3,3,3,3,4,4,3,4,3, ,1,1,1,1,3,5,25, , ,1, , , , , ,12.2,.771717649274495
849,in the year since Donald Trump became President?,2017-12-07 16:09:35,2017-12-07 16:28:56,1,2,54,1963,1,1,25,1,2,3,1,2,4,1,1,1,1,0,1,0,1,0,0,0,0,0,506,1,4,1,2,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,2,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2, ,1,1,1,1,5,9,73, , , , , , ,1, ,19.3333333333333,.652763138748669
1002,since the end of the Obama Administration?,2017-12-07 16:17:02,2017-12-07 16:29:16,1,2,45,1972,1,2,42,1,5,1,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,508,4,2,7,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,3,2,4,3,2,3,2,3,5,1,2,2,2,3,2,3,3,3,5,3,3,3,3,3,3,2, ,3,1,1,3,5,9,75, , , , , , ,3, ,12.2333333333333,1.54463955991984
14,in the year since Donald Trump became President?,2017-12-07 15:37:18,2017-12-07 16:29:14,5,1,70,1947,3,7,48,1,5,1,1,2,12,0,1,1,0,0,0,0,0,0,0,0,0,0,618,2,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,4,2,4,3,4,4,2,3,4,4,4,2,4,3,3,4,2,3,3,3,4,3,3, ,3,1,1,3,3,5,39, , , ,3, , , , ,51.9333333333333,.986305304093395
870,in the year since Donald Trump became President?,2017-12-07 15:53:35,2017-12-07 16:29:34,1,2,68,1949,2,3,26,1,3,1,1,2,6,1,0,0,1,0,1,0,0,0,0,0,0,0,551,2,1,1,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,3,4,4,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3, ,2,1,1,2,6,10,86, , , , , , , ,2,35.9833333333333,.860657716231112
1032,in the last year?,2017-12-07 16:16:20,2017-12-07 16:29:39,1,2,39,1978,4,9,6,3,2,1,1,1,4,1,0,0,1,1,1,1,1,1,0,0,0,0,803,5,4,7,4,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,1,1,1,1,2,2,3,3,3,2,2,3,2,2,4,4,3,4,3,2,3,3,2,3,3,2,2, ,1,3,3,1,5,8,69, , , , , ,9, , ,13.3166666666667,1.28471197682119
650,since the end of the Obama Administration?,2017-12-07 15:40:46,2017-12-07 16:29:19,2,2,34,1983,3,5,12,1,4,5,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,539,2,2,7,1,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,4,4,3,2,2,2,2,2,3,3,3,4,3,3,3,3,3,3,5,3,5,5,1, ,1,1,1,2,4,7,62, , , , , ,2, , ,48.55,1.24009381966619
854,since the end of the Obama Administration?,2017-12-07 16:26:41,2017-12-07 16:29:43,7,2,49,1968,3,5,37,1,2,1,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,550,1,2,2,3,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2, ,1,1,1,1,5,9,73, , , , , , ,1, ,3.03333333333333,.677620559042231
577,in the year since Donald Trump became President?,2017-12-07 16:23:39,2017-12-07 16:29:53,1,2,28,1989,2,3,39,1,5,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,536,2,4,7,3,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,3,3,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,2,1,1,3,4,7,51, , , , ,3, , , ,6.23333333333333,2.04780745982333
184,since the end of the Obama Administration?,2017-12-07 16:07:55,2017-12-07 16:29:28,7,2,75,1942,2,3,26,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,563,2,2,2,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,3,1,4,4,3,4,2,2,2,5,4,3,3,3,3,3,3,3,3,5,4,4,4,4,3, ,1,1,1,1,6,10,85, , , , , , , ,1,21.55,1.02026506034597
938,since the end of the Obama Administration?,2017-12-07 16:12:45,2017-12-07 16:30:00,4,1,56,1961,2,3,17,2,2,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,602,3,1,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,5,2,3,2,2,2,1,2,3,3,1,4,4,2,2,2,2,3,3,3,2,4,3, ,1,2,2,1,3,5,29, , ,5, , , , , ,17.2333333333333,.728788219539916
415,since the end of the Obama Administration?,2017-12-07 16:07:17,2017-12-07 16:30:06,2,2,38,1979,3,5,13,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,524,1,4,7,3,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,4,4,4,4,4,4,2,2,2,3,3,4,4,4,4,4,2,2,3,3,3,4,4,2, ,1,1,1,1,5,8,61, , , , , ,1, , ,22.8166666666667,1.55399176230849
